GeneName	GeneID	Description
MUC20	ENSG00000281630	mucin 20, cell surface associated(MUC20)
MX1	ENSG00000157601	MX dynamin like GTPase 1(MX1)
MXD3	ENSG00000213347	MAX dimerization protein 3(MXD3)
MXRA8	ENSG00000162576	matrix remodeling associated 8(MXRA8)
MYBBP1A	ENSG00000132382	MYB binding protein 1a(MYBBP1A)
MYBPC3	ENSG00000134571	myosin binding protein C3(MYBPC3)
MYBPH	ENSG00000133055	myosin binding protein H(MYBPH)
MYC	ENSG00000136997	MYC proto-oncogene, bHLH transcription factor(MYC)
MYCBP2	ENSG00000005810	MYC binding protein 2(MYCBP2)
MYCBP2-AS1	ENSG00000236051	MYCBP2 antisense RNA 1(MYCBP2-AS1)
MYL9	ENSG00000101335	myosin light chain 9(MYL9)
MYLIP	ENSG00000007944	myosin regulatory light chain interacting protein(MYLIP)
MYO1F	ENSG00000142347	myosin IF(MYO1F)
MYO7B	ENSG00000169994	myosin VIIB(MYO7B)
MYO16	ENSG00000041515	myosin XVI(MYO16)
N4BP2	ENSG00000078177	NEDD4 binding protein 2(N4BP2)
N6AMT1	ENSG00000156239	N-6 adenine-specific DNA methyltransferase 1(N6AMT1)
NAA11	ENSG00000156269	N-alpha-acetyltransferase 11, NatA catalytic subunit(NAA11)
NAA25	ENSG00000111300	N-alpha-acetyltransferase 25, NatB auxiliary subunit(NAA25)
NAALADL2	ENSG00000177694	N-acetylated alpha-linked acidic dipeptidase like 2(NAALADL2)
NADK	ENSG00000008130	NAD kinase(NADK)
NAE1	ENSG00000159593	NEDD8 activating enzyme E1 subunit 1(NAE1)
NAGA	ENSG00000198951	alpha-N-acetylgalactosaminidase(NAGA)
NAGLU	ENSG00000108784	N-acetyl-alpha-glucosaminidase(NAGLU)
NALCN	ENSG00000102452	sodium leak channel, non-selective(NALCN)
NAMPT	ENSG00000105835	nicotinamide phosphoribosyltransferase(NAMPT)
NAPB	ENSG00000125814	NSF attachment protein beta(NAPB)
NAT8B	ENSG00000204872	N-acetyltransferase 8B (putative, gene/pseudogene)(NAT8B)
NAV3	ENSG00000067798	neuron navigator 3(NAV3)
NBEA	ENSG00000172915	neurobeachin(NBEA)
NBL1	ENSG00000158747	NBL1, DAN family BMP antagonist(NBL1)
NCEH1	ENSG00000144959	neutral cholesterol ester hydrolase 1(NCEH1)
NCF1	ENSG00000158517	neutrophil cytosolic factor 1(NCF1)
NCF4	ENSG00000100365	neutrophil cytosolic factor 4(NCF4)
NCF4	ENSG00000275990	neutrophil cytosolic factor 4(NCF4)
NCK2	ENSG00000071051	NCK adaptor protein 2(NCK2)
NCOA2	ENSG00000140396	nuclear receptor coactivator 2(NCOA2)
NCOR1	ENSG00000141027	nuclear receptor corepressor 1(NCOR1)
NDEL1	ENSG00000166579	nudE neurodevelopment protein 1 like 1(NDEL1)
NDRG2	ENSG00000165795	NDRG family member 2(NDRG2)
NDUFA9	ENSG00000139180	NADH:ubiquinone oxidoreductase subunit A9(NDUFA9)
NDUFAF2	ENSG00000164182	NADH:ubiquinone oxidoreductase complex assembly factor 2(NDUFAF2)
NDUFS1	ENSG00000023228	NADH:ubiquinone oxidoreductase core subunit S1(NDUFS1)
NDUFS1	ENSG00000283447	NADH:ubiquinone oxidoreductase core subunit S1(NDUFS1)
NECAB2	ENSG00000103154	N-terminal EF-hand calcium binding protein 2(NECAB2)
NEDD9	ENSG00000111859	neural precursor cell expressed, developmentally down-regulated 9(NEDD9)
NEK1	ENSG00000137601	NIMA related kinase 1(NEK1)
NEK6	ENSG00000119408	NIMA related kinase 6(NEK6)
NELL2	ENSG00000184613	neural EGFL like 2(NELL2)
NET1	ENSG00000173848	neuroepithelial cell transforming 1(NET1)
NF1P12	ENSG00000258360	neurofibromin 1 pseudogene 12(NF1P12)
NFAM1	ENSG00000235568	NFAT activating protein with ITAM motif 1(NFAM1)
NFASC	ENSG00000163531	neurofascin(NFASC)
NFATC3	ENSG00000072736	nuclear factor of activated T cells 3(NFATC3)
NFE2L3	ENSG00000050344	NFE2 like bZIP transcription factor 3(NFE2L3)
NFIL3	ENSG00000165030	nuclear factor, interleukin 3 regulated(NFIL3)
NFKB1	ENSG00000109320	nuclear factor kappa B subunit 1(NFKB1)
NFKB2	ENSG00000077150	nuclear factor kappa B subunit 2(NFKB2)
NGFR	ENSG00000064300	nerve growth factor receptor(NGFR)
NINJ1	ENSG00000131669	ninjurin 1(NINJ1)
NKX2-1	ENSG00000136352	NK2 homeobox 1(NKX2-1)
NKX2-2	ENSG00000125820	NK2 homeobox 2(NKX2-2)
NLGN1	ENSG00000169760	neuroligin 1(NLGN1)
NLRP12	ENSG00000142405	NLR family pyrin domain containing 12(NLRP12)
NMD3	ENSG00000169251	NMD3 ribosome export adaptor(NMD3)
NMNAT2	ENSG00000157064	nicotinamide nucleotide adenylyltransferase 2(NMNAT2)
NMNAT3	ENSG00000163864	nicotinamide nucleotide adenylyltransferase 3(NMNAT3)
NMS	ENSG00000204640	neuromedin S(NMS)
NMT2	ENSG00000152465	N-myristoyltransferase 2(NMT2)
NMU	ENSG00000109255	neuromedin U(NMU)
NOCT	ENSG00000151014	nocturnin(NOCT)
NOL4	ENSG00000101746	nucleolar protein 4(NOL4)
NOL4L	ENSG00000197183	nucleolar protein 4 like(NOL4L)
NOL8	ENSG00000198000	nucleolar protein 8(NOL8)
NONO	ENSG00000147140	non-POU domain containing octamer binding(NONO)
NOP58	ENSG00000055044	NOP58 ribonucleoprotein(NOP58)
NOS2	ENSG00000007171	nitric oxide synthase 2(NOS2)
NOSIP	ENSG00000142546	nitric oxide synthase interacting protein(NOSIP)
NOVA1	ENSG00000139910	NOVA alternative splicing regulator 1(NOVA1)
NOVA2	ENSG00000104967	NOVA alternative splicing regulator 2(NOVA2)
NPAS2	ENSG00000170485	neuronal PAS domain protein 2(NPAS2)
NPC1	ENSG00000141458	NPC intracellular cholesterol transporter 1(NPC1)
NPL	ENSG00000135838	N-acetylneuraminate pyruvate lyase(NPL)
NPM1P48	ENSG00000231821	nucleophosmin 1 pseudogene 48(NPM1P48)
NPM3	ENSG00000107833	nucleophosmin/nucleoplasmin 3(NPM3)
NPS	ENSG00000214285	neuropeptide S(NPS)
NPTXR	ENSG00000221890	neuronal pentraxin receptor(NPTXR)
NPY2R	ENSG00000185149	neuropeptide Y receptor Y2(NPY2R)
NQO2	ENSG00000124588	N-ribosyldihydronicotinamide:quinone reductase 2(NQO2)
NR0B2	ENSG00000131910	nuclear receptor subfamily 0 group B member 2(NR0B2)
NR1D1	ENSG00000126368	nuclear receptor subfamily 1 group D member 1(NR1D1)
NR1D2	ENSG00000174738	nuclear receptor subfamily 1 group D member 2(NR1D2)
NR1H3	ENSG00000025434	nuclear receptor subfamily 1 group H member 3(NR1H3)
NR2C1	ENSG00000120798	nuclear receptor subfamily 2 group C member 1(NR2C1)
NR2F6	ENSG00000160113	nuclear receptor subfamily 2 group F member 6(NR2F6)
NR3C1	ENSG00000113580	nuclear receptor subfamily 3 group C member 1(NR3C1)
NR3C2	ENSG00000151623	nuclear receptor subfamily 3 group C member 2(NR3C2)
NR5A1	ENSG00000136931	nuclear receptor subfamily 5 group A member 1(NR5A1)
NRBF2	ENSG00000148572	nuclear receptor binding factor 2(NRBF2)
NRCAM	ENSG00000091129	neuronal cell adhesion molecule(NRCAM)
NRG1	ENSG00000157168	neuregulin 1(NRG1)
NRG1-IT1	ENSG00000253974	NRG1 intronic transcript 1(NRG1-IT1)
NRIP1	ENSG00000180530	nuclear receptor interacting protein 1(NRIP1)
NRN1	ENSG00000124785	neuritin 1(NRN1)
NRTN	ENSG00000171119	neurturin(NRTN)
NRXN1	ENSG00000179915	neurexin 1(NRXN1)
NRXN3	ENSG00000021645	neurexin 3(NRXN3)
NSA2	ENSG00000164346	NSA2 ribosome biogenesis factor(NSA2)
NSFL1C	ENSG00000088833	NSFL1 cofactor(NSFL1C)
NSG2	ENSG00000170091	neuronal vesicle trafficking associated 2(NSG2)
NSUN7	ENSG00000179299	NOP2/Sun RNA methyltransferase family member 7(NSUN7)
NT5C2	ENSG00000076685	5'-nucleotidase, cytosolic II(NT5C2)
NT5DC1	ENSG00000178425	5'-nucleotidase domain containing 1(NT5DC1)
NT5E	ENSG00000135318	5'-nucleotidase ecto(NT5E)
NTN1	ENSG00000065320	netrin 1(NTN1)
NTNG2	ENSG00000196358	netrin G2(NTNG2)
NTRK1	ENSG00000198400	neurotrophic receptor tyrosine kinase 1(NTRK1)
NTRK2	ENSG00000148053	neurotrophic receptor tyrosine kinase 2(NTRK2)
NTRK3	ENSG00000140538	neurotrophic receptor tyrosine kinase 3(NTRK3)
NUCB1	ENSG00000104805	nucleobindin 1(NUCB1)
NUCB2	ENSG00000070081	nucleobindin 2(NUCB2)
NUCKS1	ENSG00000069275	nuclear casein kinase and cyclin dependent kinase substrate 1(NUCKS1)
NUDCD1	ENSG00000120526	NudC domain containing 1(NUDCD1)
NUP35	ENSG00000163002	nucleoporin 35(NUP35)
NUP54	ENSG00000138750	nucleoporin 54(NUP54)
NUP98	ENSG00000110713	nucleoporin 98 and 96 precursor(NUP98)
NUP107	ENSG00000111581	nucleoporin 107(NUP107)
NXF3	ENSG00000147206	nuclear RNA export factor 3(NXF3)
NXF5	ENSG00000126952	nuclear RNA export factor 5(NXF5)
NXPE2	ENSG00000204361	neurexophilin and PC-esterase domain family member 2(NXPE2)
NXPH1	ENSG00000122584	neurexophilin 1(NXPH1)
NYNRIN	ENSG00000205978	NYN domain and retroviral integrase containing(NYNRIN)
OASL	ENSG00000135114	2'-5'-oligoadenylate synthetase like(OASL)
OAZ2	ENSG00000180304	ornithine decarboxylase antizyme 2(OAZ2)
OBI1-AS1	ENSG00000234377	OBI1 antisense RNA 1(OBI1-AS1)
OCIAD2	ENSG00000145247	OCIA domain containing 2(OCIAD2)
OCRL	ENSG00000122126	OCRL inositol polyphosphate-5-phosphatase(OCRL)
OFD1	ENSG00000046651	OFD1 centriole and centriolar satellite protein(OFD1)
OGG1	ENSG00000114026	8-oxoguanine DNA glycosylase(OGG1)
OGT	ENSG00000147162	O-linked N-acetylglucosamine (GlcNAc) transferase(OGT)
OLFM2	ENSG00000105088	olfactomedin 2(OLFM2)
OPLAH	ENSG00000178814	5-oxoprolinase, ATP-hydrolysing(OPLAH)
OPN3	ENSG00000054277	opsin 3(OPN3)
OPN3	ENSG00000203668	opsin 3(OPN3)
OPN4	ENSG00000122375	opsin 4(OPN4)
OPN5	ENSG00000124818	opsin 5(OPN5)
OPRL1	ENSG00000125510	opioid related nociceptin receptor 1(OPRL1)
OPRL1	ENSG00000277044	opioid related nociceptin receptor 1(OPRL1)
OR2J2	ENSG00000196231	olfactory receptor family 2 subfamily J member 2(OR2J2)
OR2J2	ENSG00000204700	olfactory receptor family 2 subfamily J member 2(OR2J2)
OR2J2	ENSG00000225550	olfactory receptor family 2 subfamily J member 2(OR2J2)
OR2J2	ENSG00000226000	olfactory receptor family 2 subfamily J member 2(OR2J2)
OR2J2	ENSG00000226347	olfactory receptor family 2 subfamily J member 2(OR2J2)
OR2J2	ENSG00000231676	olfactory receptor family 2 subfamily J member 2(OR2J2)
OR2J2	ENSG00000232945	olfactory receptor family 2 subfamily J member 2(OR2J2)
OR2J2	ENSG00000234746	olfactory receptor family 2 subfamily J member 2(OR2J2)
OR2J4P	ENSG00000224233	olfactory receptor family 2 subfamily J member 4 pseudogene(OR2J4P)
OR7E111P	ENSG00000231667	olfactory receptor family 7 subfamily E member 111 pseudogene(OR7E111P)
OR9Q1	ENSG00000186509	olfactory receptor family 9 subfamily Q member 1(OR9Q1)
ORAI2	ENSG00000160991	ORAI calcium release-activated calcium modulator 2(ORAI2)
ORC5	ENSG00000164815	origin recognition complex subunit 5(ORC5)
ORM1	ENSG00000229314	orosomucoid 1(ORM1)
ORM2	ENSG00000228278	orosomucoid 2(ORM2)
OSBPL1A	ENSG00000141447	oxysterol binding protein like 1A(OSBPL1A)
OSBPL10	ENSG00000144645	oxysterol binding protein like 10(OSBPL10)
OSGEPL1	ENSG00000128694	O-sialoglycoprotein endopeptidase like 1(OSGEPL1)
OSGIN1	ENSG00000140961	oxidative stress induced growth inhibitor 1(OSGIN1)
OSGIN2	ENSG00000164823	oxidative stress induced growth inhibitor family member 2(OSGIN2)
OSM	ENSG00000099985	oncostatin M(OSM)
OSTM1	ENSG00000081087	osteoclastogenesis associated transmembrane protein 1(OSTM1)
OTOR	ENSG00000125879	otoraplin(OTOR)
OTUD4	ENSG00000164164	OTU deubiquitinase 4(OTUD4)
OTX1	ENSG00000115507	orthodenticle homeobox 1(OTX1)
OTX2	ENSG00000165588	orthodenticle homeobox 2(OTX2)
OTX2-AS1	ENSG00000248550	OTX2 antisense RNA 1 (head to head)(OTX2-AS1)
OVAAL	ENSG00000236719	ovarian adenocarcinoma amplified long non-coding RNA(OVAAL)
OXNAD1	ENSG00000154814	oxidoreductase NAD binding domain containing 1(OXNAD1)
P2RX1	ENSG00000108405	purinergic receptor P2X 1(P2RX1)
P2RY1	ENSG00000169860	purinergic receptor P2Y1(P2RY1)
P2RY12	ENSG00000169313	purinergic receptor P2Y12(P2RY12)
P2RY13	ENSG00000181631	purinergic receptor P2Y13(P2RY13)
PABPC1	ENSG00000070756	poly(A) binding protein cytoplasmic 1(PABPC1)
PABPC1L	ENSG00000101104	poly(A) binding protein cytoplasmic 1 like(PABPC1L)
PACSIN1	ENSG00000124507	protein kinase C and casein kinase substrate in neurons 1(PACSIN1)
PACSIN2	ENSG00000100266	protein kinase C and casein kinase substrate in neurons 2(PACSIN2)
PADI2	ENSG00000117115	peptidyl arginine deiminase 2(PADI2)
PADI3	ENSG00000142619	peptidyl arginine deiminase 3(PADI3)
PADI3	ENSG00000280549	peptidyl arginine deiminase 3(PADI3)
PAFAH1B1	ENSG00000007168	platelet activating factor acetylhydrolase 1b regulatory subunit 1(PAFAH1B1)
PAICS	ENSG00000128050	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase(PAICS)
PAIP2B	ENSG00000124374	poly(A) binding protein interacting protein 2B(PAIP2B)
PAK1	ENSG00000149269	p21 (RAC1) activated kinase 1(PAK1)
PAM	ENSG00000145730	peptidylglycine alpha-amidating monooxygenase(PAM)
PAQR7	ENSG00000182749	progestin and adipoQ receptor family member 7(PAQR7)
PARL	ENSG00000175193	presenilin associated rhomboid like(PARL)
PARP11	ENSG00000111224	poly(ADP-ribose) polymerase family member 11(PARP11)
PASD1	ENSG00000166049	PAS domain containing repressor 1(PASD1)
PASK	ENSG00000115687	PAS domain containing serine/threonine kinase(PASK)
PATJ	ENSG00000132849	PATJ crumbs cell polarity complex component(PATJ)
PAX4	ENSG00000106331	paired box 4(PAX4)
PAX5	ENSG00000196092	paired box 5(PAX5)
PAX8	ENSG00000125618	paired box 8(PAX8)
PAX8-AS1	ENSG00000189223	PAX8 antisense RNA 1(PAX8-AS1)
PBX1	ENSG00000185630	PBX homeobox 1(PBX1)
PBX3	ENSG00000167081	PBX homeobox 3(PBX3)
PC	ENSG00000173599	pyruvate carboxylase(PC)
PCCB	ENSG00000114054	propionyl-CoA carboxylase subunit beta(PCCB)
PCDH9	ENSG00000184226	protocadherin 9(PCDH9)
PCDH15	ENSG00000150275	protocadherin related 15(PCDH15)
PCDHGB1	ENSG00000254221	protocadherin gamma subfamily B, 1(PCDHGB1)
PCGF5	ENSG00000180628	polycomb group ring finger 5(PCGF5)
PCM1	ENSG00000078674	pericentriolar material 1(PCM1)
PCSK2	ENSG00000125851	proprotein convertase subtilisin/kexin type 2(PCSK2)
PCSK4	ENSG00000115257	proprotein convertase subtilisin/kexin type 4(PCSK4)
PCYOX1	ENSG00000116005	prenylcysteine oxidase 1(PCYOX1)
PCYOX1L	ENSG00000145882	prenylcysteine oxidase 1 like(PCYOX1L)
PDCL2	ENSG00000163440	phosducin like 2(PDCL2)
PDE1C	ENSG00000154678	phosphodiesterase 1C(PDE1C)
PDE4B	ENSG00000184588	phosphodiesterase 4B(PDE4B)
PDE4D	ENSG00000113448	phosphodiesterase 4D(PDE4D)
PDE6A	ENSG00000132915	phosphodiesterase 6A(PDE6A)
PDE8B	ENSG00000113231	phosphodiesterase 8B(PDE8B)
PDE8B	ENSG00000284762	phosphodiesterase 8B(PDE8B)
PDE10A	ENSG00000112541	phosphodiesterase 10A(PDE10A)
PDHB	ENSG00000168291	pyruvate dehydrogenase E1 subunit beta(PDHB)
PDIA2	ENSG00000185615	protein disulfide isomerase family A member 2(PDIA2)
PDK1	ENSG00000152256	pyruvate dehydrogenase kinase 1(PDK1)
PDK3	ENSG00000067992	pyruvate dehydrogenase kinase 3(PDK3)
PDLIM7	ENSG00000196923	PDZ and LIM domain 7(PDLIM7)
PDPK1	ENSG00000140992	3-phosphoinositide dependent protein kinase 1(PDPK1)
PDX1	ENSG00000139515	pancreatic and duodenal homeobox 1(PDX1)
PDZD8	ENSG00000165650	PDZ domain containing 8(PDZD8)
PEBP1	ENSG00000089220	phosphatidylethanolamine binding protein 1(PEBP1)
PELI2	ENSG00000139946	pellino E3 ubiquitin protein ligase family member 2(PELI2)
PER1	ENSG00000179094	period circadian regulator 1(PER1)
PER2	ENSG00000132326	period circadian regulator 2(PER2)
PER3	ENSG00000049246	period circadian regulator 3(PER3)
PEX7	ENSG00000112357	peroxisomal biogenesis factor 7(PEX7)
PFKFB3	ENSG00000170525	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(PFKFB3)
PFKFB4	ENSG00000114268	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4(PFKFB4)
PGLYRP1	ENSG00000008438	peptidoglycan recognition protein 1(PGLYRP1)
PGPEP1	ENSG00000130517	pyroglutamyl-peptidase I(PGPEP1)
PGS1	ENSG00000087157	phosphatidylglycerophosphate synthase 1(PGS1)
PHACTR1	ENSG00000112137	phosphatase and actin regulator 1(PHACTR1)
PHC2	ENSG00000134686	polyhomeotic homolog 2(PHC2)
PHF5A	ENSG00000100410	PHD finger protein 5A(PHF5A)
PHF10	ENSG00000130024	PHD finger protein 10(PHF10)
PHF14	ENSG00000106443	PHD finger protein 14(PHF14)
PHF21A	ENSG00000135365	PHD finger protein 21A(PHF21A)
PHGDH	ENSG00000092621	phosphoglycerate dehydrogenase(PHGDH)
PHLDB2	ENSG00000144824	pleckstrin homology like domain family B member 2(PHLDB2)
PHLPP1	ENSG00000081913	PH domain and leucine rich repeat protein phosphatase 1(PHLPP1)
PHOSPHO1	ENSG00000173868	phosphoethanolamine/phosphocholine phosphatase 1(PHOSPHO1)
PHOSPHO2	ENSG00000144362	phosphatase, orphan 2(PHOSPHO2)
PICALM	ENSG00000073921	phosphatidylinositol binding clathrin assembly protein(PICALM)
PIGK	ENSG00000142892	phosphatidylinositol glycan anchor biosynthesis class K(PIGK)
PIGX	ENSG00000163964	phosphatidylinositol glycan anchor biosynthesis class X(PIGX)
PIK3IP1	ENSG00000100100	phosphoinositide-3-kinase interacting protein 1(PIK3IP1)
PILRA	ENSG00000085514	paired immunoglobin like type 2 receptor alpha(PILRA)
PIN1	ENSG00000127445	peptidylprolyl cis/trans isomerase, NIMA-interacting 1(PIN1)
PITPNA	ENSG00000174238	phosphatidylinositol transfer protein alpha(PITPNA)
PITPNC1	ENSG00000154217	phosphatidylinositol transfer protein cytoplasmic 1(PITPNC1)
PIWIL2	ENSG00000197181	piwi like RNA-mediated gene silencing 2(PIWIL2)
PIWIL3	ENSG00000184571	piwi like RNA-mediated gene silencing 3(PIWIL3)
PJA1	ENSG00000181191	praja ring finger ubiquitin ligase 1(PJA1)
PKM	ENSG00000067225	pyruvate kinase M1/2(PKM)
PKNOX2	ENSG00000165495	PBX/knotted 1 homeobox 2(PKNOX2)
PLAG1	ENSG00000181690	PLAG1 zinc finger(PLAG1)
PLAGL1	ENSG00000118495	PLAG1 like zinc finger 1(PLAGL1)
PLAUR	ENSG00000011422	plasminogen activator, urokinase receptor(PLAUR)
PLCB2	ENSG00000137841	phospholipase C beta 2(PLCB2)
PLCB4	ENSG00000101333	phospholipase C beta 4(PLCB4)
PLCL1	ENSG00000115896	phospholipase C like 1 (inactive)(PLCL1)
PLD2	ENSG00000129219	phospholipase D2(PLD2)
PLD4	ENSG00000166428	phospholipase D family member 4(PLD4)
PLD6	ENSG00000179598	phospholipase D family member 6(PLD6)
PLEK	ENSG00000115956	pleckstrin(PLEK)
PLEKHB1	ENSG00000021300	pleckstrin homology domain containing B1(PLEKHB1)
PLEKHG3	ENSG00000126822	pleckstrin homology and RhoGEF domain containing G3(PLEKHG3)
PLIN5	ENSG00000214456	perilipin 5(PLIN5)
PLLP	ENSG00000102934	plasmolipin(PLLP)
PLOD1	ENSG00000083444	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1(PLOD1)
PLPPR5	ENSG00000117598	phospholipid phosphatase related 5(PLPPR5)
PLSCR1	ENSG00000188313	phospholipid scramblase 1(PLSCR1)
PLXDC2	ENSG00000120594	plexin domain containing 2(PLXDC2)
PLXNA4	ENSG00000221866	plexin A4(PLXNA4)
PMEPA1	ENSG00000124225	prostate transmembrane protein, androgen induced 1(PMEPA1)
PMFBP1	ENSG00000118557	polyamine modulated factor 1 binding protein 1(PMFBP1)
PML	ENSG00000140464	PML nuclear body scaffold(PML)
PMPCA	ENSG00000165688	peptidase, mitochondrial processing subunit alpha(PMPCA)
PMS2	ENSG00000122512	PMS1 homolog 2, mismatch repair system component(PMS2)
PNMA8A	ENSG00000182013	PNMA family member 8A(PNMA8A)
PNMA8C	ENSG00000277531	PNMA family member 8C(PNMA8C)
PNPLA6	ENSG00000032444	patatin like phospholipase domain containing 6(PNPLA6)
PNPT1	ENSG00000138035	polyribonucleotide nucleotidyltransferase 1(PNPT1)
PNRC1	ENSG00000146278	proline rich nuclear receptor coactivator 1(PNRC1)
POLG2	ENSG00000256525	DNA polymerase gamma 2, accessory subunit(POLG2)
POLR1E	ENSG00000137054	RNA polymerase I subunit E(POLR1E)
POLR2J	ENSG00000005075	RNA polymerase II subunit J(POLR2J)
POLR2J3	ENSG00000285437	RNA polymerase II subunit J3(POLR2J3)
POLR2K	ENSG00000147669	RNA polymerase II, I and III subunit K(POLR2K)
POP5	ENSG00000167272	POP5 homolog, ribonuclease P/MRP subunit(POP5)
POU2AF1	ENSG00000110777	POU class 2 homeobox associating factor 1(POU2AF1)
POU2F2	ENSG00000028277	POU class 2 homeobox 2(POU2F2)
PPA2	ENSG00000138777	inorganic pyrophosphatase 2(PPA2)
PPARA	ENSG00000186951	peroxisome proliferator activated receptor alpha(PPARA)
PPARG	ENSG00000132170	peroxisome proliferator activated receptor gamma(PPARG)
PPARGC1A	ENSG00000109819	PPARG coactivator 1 alpha(PPARGC1A)
PPARGC1B	ENSG00000155846	PPARG coactivator 1 beta(PPARGC1B)
PPIG	ENSG00000138398	peptidylprolyl isomerase G(PPIG)
PPIL1	ENSG00000137168	peptidylprolyl isomerase like 1(PPIL1)
PPIL4	ENSG00000131013	peptidylprolyl isomerase like 4(PPIL4)
PPM1F	ENSG00000100034	protein phosphatase, Mg2+/Mn2+ dependent 1F(PPM1F)
PPM1K	ENSG00000163644	protein phosphatase, Mg2+/Mn2+ dependent 1K(PPM1K)
PPM1L	ENSG00000163590	protein phosphatase, Mg2+/Mn2+ dependent 1L(PPM1L)
PPP1CA	ENSG00000172531	protein phosphatase 1 catalytic subunit alpha(PPP1CA)
PPP1CB	ENSG00000213639	protein phosphatase 1 catalytic subunit beta(PPP1CB)
PPP1CC	ENSG00000186298	protein phosphatase 1 catalytic subunit gamma(PPP1CC)
PPP1R2	ENSG00000184203	protein phosphatase 1 regulatory inhibitor subunit 2(PPP1R2)
PPP1R3B	ENSG00000173281	protein phosphatase 1 regulatory subunit 3B(PPP1R3B)
PPP1R3B	ENSG00000285343	protein phosphatase 1 regulatory subunit 3B(PPP1R3B)
PPP1R12B	ENSG00000077157	protein phosphatase 1 regulatory subunit 12B(PPP1R12B)
PPP1R15A	ENSG00000087074	protein phosphatase 1 regulatory subunit 15A(PPP1R15A)
PPP2R2B	ENSG00000156475	protein phosphatase 2 regulatory subunit Bbeta(PPP2R2B)
PPP2R2D	ENSG00000175470	protein phosphatase 2 regulatory subunit Bdelta(PPP2R2D)
PPP2R3A	ENSG00000073711	protein phosphatase 2 regulatory subunit B''alpha(PPP2R3A)
PPP2R5A	ENSG00000066027	protein phosphatase 2 regulatory subunit B'alpha(PPP2R5A)
PPP2R5B	ENSG00000068971	protein phosphatase 2 regulatory subunit B'beta(PPP2R5B)
PPP3CA	ENSG00000138814	protein phosphatase 3 catalytic subunit alpha(PPP3CA)
PPP4R1	ENSG00000154845	protein phosphatase 4 regulatory subunit 1(PPP4R1)
PPT2	ENSG00000168452	palmitoyl-protein thioesterase 2(PPT2)
PPT2	ENSG00000206256	palmitoyl-protein thioesterase 2(PPT2)
PPT2	ENSG00000206329	palmitoyl-protein thioesterase 2(PPT2)
PPT2	ENSG00000221988	palmitoyl-protein thioesterase 2(PPT2)
PPT2	ENSG00000227600	palmitoyl-protein thioesterase 2(PPT2)
PPT2	ENSG00000228116	palmitoyl-protein thioesterase 2(PPT2)
PPT2	ENSG00000231618	palmitoyl-protein thioesterase 2(PPT2)
PPT2	ENSG00000236649	palmitoyl-protein thioesterase 2(PPT2)
PPT2	ENSG00000254778	palmitoyl-protein thioesterase 2(PPT2)
PPT2	ENSG00000254875	palmitoyl-protein thioesterase 2(PPT2)
PRAG1	ENSG00000275342	PEAK1 related, kinase-activating pseudokinase 1(PRAG1)
PRC1	ENSG00000198901	protein regulator of cytokinesis 1(PRC1)
PREPL	ENSG00000138078	prolyl endopeptidase like(PREPL)
PRF1	ENSG00000180644	perforin 1(PRF1)
PRIMA1	ENSG00000175785	proline rich membrane anchor 1(PRIMA1)
PRIMA1	ENSG00000274089	proline rich membrane anchor 1(PRIMA1)
PRKAA1	ENSG00000132356	protein kinase AMP-activated catalytic subunit alpha 1(PRKAA1)
PRKAA2	ENSG00000162409	protein kinase AMP-activated catalytic subunit alpha 2(PRKAA2)
PRKAG1	ENSG00000181929	protein kinase AMP-activated non-catalytic subunit gamma 1(PRKAG1)
PRKAR1A	ENSG00000108946	protein kinase cAMP-dependent type I regulatory subunit alpha(PRKAR1A)
PRKCA	ENSG00000154229	protein kinase C alpha(PRKCA)
PRKCB	ENSG00000166501	protein kinase C beta(PRKCB)
PRKCD	ENSG00000163932	protein kinase C delta(PRKCD)
PRKCG	ENSG00000126583	protein kinase C gamma(PRKCG)
PRKDC	ENSG00000253729	protein kinase, DNA-activated, catalytic subunit(PRKDC)
PRKG2	ENSG00000138669	protein kinase cGMP-dependent 2(PRKG2)
PRKRIP1	ENSG00000128563	PRKR interacting protein 1(PRKRIP1)
PRLR	ENSG00000113494	prolactin receptor(PRLR)
PRMT5	ENSG00000100462	protein arginine methyltransferase 5(PRMT5)
PROK1	ENSG00000143125	prokineticin 1(PROK1)
PROK2	ENSG00000163421	prokineticin 2(PROK2)
PROKR2	ENSG00000101292	prokineticin receptor 2(PROKR2)
PROX1	ENSG00000117707	prospero homeobox 1(PROX1)
PRPF3	ENSG00000117360	pre-mRNA processing factor 3(PRPF3)
PRPF4B	ENSG00000112739	pre-mRNA processing factor 4B(PRPF4B)
PRPS2	ENSG00000101911	phosphoribosyl pyrophosphate synthetase 2(PRPS2)
PRR4	ENSG00000111215	proline rich 4(PRR4)
PRR4	ENSG00000263247	proline rich 4(PRR4)
PRR4	ENSG00000277823	proline rich 4(PRR4)
PRR4	ENSG00000282269	proline rich 4(PRR4)
PRR7	ENSG00000131188	proline rich 7, synaptic(PRR7)
PRR13	ENSG00000205352	proline rich 13(PRR13)
PRRG4	ENSG00000135378	proline rich and Gla domain 4(PRRG4)
